"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"6223",2351,"chr3",47618233,47618972,2.8791,"transcription_start_site","-",47620359,47620359,1387,1760,10675,"CSPG5","chr3:47620359-47620359",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:47620359-47620359&pix=800&Submit=submit,NGC","chondroitin sulfate proteoglycan 5 (neuroglycan C)","NM_006574","MGC44034"
"27866",10500,"chr17",8700633,8701201,2.9473,"transcription_start_site","-",8702583,8702583,1382,1666,162387,"MFSD6L","chr17:8702583-8702583",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:8702583-8702583&pix=800&Submit=submit","major facilitator superfamily domain containing 6-like","BC040487","FLJ35773"
"26447",10001,"chr16",31725930,31726189,2.4363,"transcription_start_site","+",31724549,31724549,1381,1512,124411,"ZNF720","chr16:31724549-31724549",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:31724549-31724549&pix=800&Submit=submit,MGC9313","zinc finger protein 720","NM_001130913","MGC62019"
"23355",8879,"chr14",24774357,24775808,3.5248,"transcription_start_site","-",24777188,24777188,1380,2106,27141,"CIDEB","chr14:24777188-24777188",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:24777188-24777188&pix=800&Submit=submit","cell death-inducing DFFA-like effector b","BC035970","-"
"16810",6478,"chr9",138389555,138390384,3.9554,"transcription_start_site","-",138391761,138391761,1377,1792,138162,"C9orf116","chr9:138391761-138391761",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:138391761-138391761&pix=800&Submit=submit,MGC29761","chromosome 9 open reading frame 116","NM_001048265","FLJ13945"
"25054",9485,"chr15",71435162,71435838,2.6624,"transcription_start_site","+",71433787,71433787,1375,1720,79875,"THSD4","chr15:71433787-71433787",9900,"FLJ13710,PRO34005,FVSY9334,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:71433787-71433787&pix=800&Submit=submit","thrombospondin, type I, domain containing 4","NM_024817","ADAMTSL6"
"37100",13896,"chrX",147583512,147583844,2.2698,"transcription_start_site","+",147582138,147582138,1374,1536,2334,"AFF2","chrX:147582138-147582138",9900,"FRAXE,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:147582138-147582138&pix=800&Submit=submit,MRX2,OX19","AF4/FMR2 family, member 2","NM_002025","FMR2"
"5556",2086,"chr2",238497867,238497995,2.2047,"transcription_start_site","-",238499367,238499367,1372,1424,64284,"RAB17","chr2:238499367-238499367",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:238499367-238499367&pix=800&Submit=submit","RAB17, member RAS oncogene family","BC050426","FLJ12538"
"1046",399,"chr1",43614963,43615816,2.7933,"transcription_start_site","+",43613593,43613593,1370,1800,440585,"FAM183A","chr1:43613593-43613593",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:43613593-43613593&pix=800&Submit=submit","family with sequence similarity 183, member A","NM_001101376","-"
"4266",1591,"chr2",96993304,96994055,2.7425,"transcription_start_site","+",96991934,96991934,1370,1744,150771,"ITPRIPL1","chr2:96991934-96991934",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:96991934-96991934&pix=800&Submit=submit","inositol 1,4,5-triphosphate receptor interacting protein-like 1","NM_178495","KIAA1754L"
"5212",1970,"chr2",219521827,219522891,3.6263,"transcription_start_site","-",219524261,219524261,1370,1888,7701,"ZNF142","chr2:219524261-219524261",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:219524261-219524261&pix=800&Submit=submit","zinc finger protein 142","NM_001105537","pHZ-49"
"14596",5577,"chr8",25321038,25321501,2.5839,"transcription_start_site","+",25319668,25319668,1370,1600,157313,"CDCA2","chr8:25319668-25319668",9900,"Repo-Man,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:25319668-25319668&pix=800&Submit=submit,MGC129907,MGC129906","cell division cycle associated 2","BC036214","FLJ25804"
"8781",3363,"chr4",159691732,159692389,3.9673,"transcription_start_site","+",159690363,159690363,1369,1696,57600,"FNIP2","chr4:159690363-159690363",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:159690363-159690363&pix=800&Submit=submit,KIAA1450","folliculin interacting protein 2","BC166693","FNIPL"
"28400",10712,"chr17",37556350,37556508,2.0648,"transcription_start_site","-",37557876,37557876,1368,1444,84961,"FBXL20","chr17:37557876-37557876",9900,"SCRAPPER,Fbl20,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:37557876-37557876&pix=800&Submit=submit,SCR,MGC15482,Fbl2","F-box and leucine-rich repeat protein 20","NM_032875","FLJ21037"
"17850",6872,"chr10",103987505,103987660,2.5199,"transcription_start_site","+",103986142,103986142,1363,1440,83401,"ELOVL3","chr10:103986142-103986142",9900,"CIG30,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:103986142-103986142&pix=800&Submit=submit,MGC21435","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3","NM_152310","CIG-30"
"26470",10012,"chr16",48398140,48398392,2.5631,"transcription_start_site","-",48399754,48399754,1362,1488,6477,"SIAH1","chr16:48399754-48399754",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:48399754-48399754&pix=800&Submit=submit,SIAH1A","seven in absentia homolog 1 (Drosophila)","BC042550","FLJ08065"
"16898",6503,"chr9",139375882,139376147,2.3847,"transcription_start_site","-",139377507,139377507,1360,1488,9919,"SEC16A","chr9:139377507-139377507",9900,"KIAA0310,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:139377507-139377507&pix=800&Submit=submit,p250,SEC16L,RP11-413M3.10","SEC16 homolog A (S. cerevisiae)","NM_014866","FLJ26737"
"5113",1934,"chr2",208577830,208578280,3.3986,"transcription_start_site","+",208576474,208576474,1356,1568,151195,"CCNYL1","chr2:208576474-208576474",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:208576474-208576474&pix=800&Submit=submit","cyclin Y-like 1","BC067253","FLJ40432"
"16484",6360,"chr9",130566861,130567120,2.827,"transcription_start_site","+",130565507,130565507,1354,1488,2356,"FPGS","chr9:130565507-130565507",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:130565507-130565507&pix=800&Submit=submit","folylpolyglutamate synthase","NM_001018078","-"
"21273",8111,"chr12",49046323,49046950,2.9681,"transcription_start_site","-",49048301,49048301,1351,1660,677815,"SNORA34","chr12:49048301-49048301",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:49048301-49048301&pix=800&Submit=submit","small nucleolar RNA, H/ACA box 34","NR_002968","ACA34"
"37067",13889,"chrX",142800988,142802412,4.72,"transcription_start_site","-",142803763,142803763,1351,2064,494119,"SPANXN2","chrX:142803763-142803763",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:142803763-142803763&pix=800&Submit=submit,SPANX-N2","SPANX family, member N2","BC146546","CT11.7"
"3009",1125,"chr1",226110250,226110581,2.6039,"transcription_start_site","-",226111931,226111931,1350,1520,29920,"PYCR2","chr1:226111931-226111931",9900,"P5CR2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:226111931-226111931&pix=800&Submit=submit","pyrroline-5-carboxylate reductase family, member 2","BC014868","FLJ54750"
"22611",8597,"chr13",33000736,33000871,2.465,"transcription_start_site","-",33002221,33002221,1350,1416,90634,"N4BP2L1","chr13:33002221-33002221",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr13:33002221-33002221&pix=800&Submit=submit","NEDD4 binding protein 2-like 1","BC172323","CG018"
"25332",9593,"chr15",86336190,86336839,3.4765,"transcription_start_site","-",86338189,86338189,1350,1680,64410,"KLHL25","chr15:86338189-86338189",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:86338189-86338189&pix=800&Submit=submit,FLJ12587,ENC2,FLJ45015","kelch-like 25 (Drosophila)","NM_022480","ENC-2"
"31069",11716,"chr19",14115316,14115747,2.321,"transcription_start_site","-",14117097,14117097,1350,1565,5989,"RFX1","chr19:14117097-14117097",9900,"RFX,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:14117097-14117097&pix=800&Submit=submit","regulatory factor X, 1 (influences HLA class II expression)","BC049826","EFC"
"31366",11843,"chr19",34974227,34975658,3.7581,"transcription_start_site","+",34972877,34972877,1350,2068,126374,"WTIP","chr19:34972877-34972877",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:34972877-34972877&pix=800&Submit=submit","Wilms tumor 1 interacting protein","BC160027","-"
"24115",9143,"chr14",96730340,96730591,2.7351,"transcription_start_site","+",96728991,96728991,1349,1472,623,"BDKRB1","chr14:96728991-96728991",9900,"B1R,BKB1R,BRADYB1,BKR1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:96728991-96728991&pix=800&Submit=submit","bradykinin receptor B1","BC034705","B1BKR"
"2765",1025,"chr1",203143051,203143594,2.7895,"transcription_start_site","-",203144942,203144942,1348,1616,4608,"MYBPH","chr1:203144942-203144942",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:203144942-203144942&pix=800&Submit=submit","myosin binding protein H","NM_004997","-"
"3099",1162,"chr1",230990086,230990434,2.3721,"transcription_start_site","-",230991782,230991782,1348,1520,84886,"C1orf198","chr1:230991782-230991782",9900,"FLJ14525,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:230991782-230991782&pix=800&Submit=submit,FLJ38847,FLJ16283,MGC10710","chromosome 1 open reading frame 198","NM_001136495","DKFZp667D152"
"6406",2414,"chr3",52257543,52258282,3.2092,"transcription_start_site","-",52259630,52259630,1348,1720,54106,"TLR9","chr3:52259630-52259630",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:52259630-52259630&pix=800&Submit=submit","toll-like receptor 9","BC032713","CD289"
"29612",11148,"chr17",79193752,79195383,2.7467,"transcription_start_site","-",79196730,79196730,1347,2160,22994,"AZI1","chr17:79196730-79196730",9900,"Cep131,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79196730-79196730&pix=800&Submit=submit","5-azacytidine induced 1","BC136578","AZ1"
"30234",11398,"chr18",60984709,60985162,2.9558,"transcription_start_site","-",60986509,60986509,1347,1572,596,"BCL2","chr18:60986509-60986509",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:60986509-60986509&pix=800&Submit=submit","B-cell CLL/lymphoma 2","BC027258","Bcl-2"
"34001",12798,"chr20",61341533,61342074,3.4996,"transcription_start_site","+",61340188,61340188,1345,1612,4923,"NTSR1","chr20:61340188-61340188",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:61340188-61340188&pix=800&Submit=submit","neurotensin receptor 1 (high affinity)","NM_002531","NTR"
"14679",5611,"chr8",33329154,33329320,2.5994,"transcription_start_site","-",33330664,33330664,1344,1428,84750,"FUT10","chr8:33330664-33330664",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:33330664-33330664&pix=800&Submit=submit","fucosyltransferase 10 (alpha (1,3) fucosyltransferase)","NM_032664","MGC11141"
"25103",9509,"chr15",75133751,75134191,3.267,"transcription_start_site","-",75135534,75135534,1343,1568,25989,"ULK3","chr15:75135534-75135534",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:75135534-75135534&pix=800&Submit=submit,FLJ90566","unc-51-like kinase 3 (C. elegans)","BC157884","DKFZp434C131"
"11745",4448,"chr6",99956397,99956754,2.8673,"transcription_start_site","-",99958096,99958096,1342,1520,85015,"USP45","chr6:99958096-99958096",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:99958096-99958096&pix=800&Submit=submit","ubiquitin specific peptidase 45","BC172477","MGC14793"
"12054",4574,"chr6",137813323,137814180,4.9304,"transcription_start_site","-",137815521,137815521,1341,1760,167826,"OLIG3","chr6:137815521-137815521",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:137815521-137815521&pix=800&Submit=submit,bHLHe20","oligodendrocyte transcription factor 3","BC051352","Bhlhb7"
"16876",6499,"chr9",139303152,139303581,2.2404,"transcription_start_site","-",139304921,139304921,1340,1568,10807,"SDCCAG3","chr9:139304921-139304921",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:139304921-139304921&pix=800&Submit=submit","serologically defined colon cancer antigen 3","BC014515","NY-CO-3"
"24248",9201,"chr14",104179402,104180443,3.1914,"transcription_start_site","-",104181783,104181783,1340,1864,7517,"XRCC3","chr14:104181783-104181783",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:104181783-104181783&pix=800&Submit=submit","X-ray repair complementing defective repair in Chinese hamster cells 3","BC011725","-"
"35800",13467,"chrX",13955239,13955491,2.3568,"transcription_start_site","-",13956831,13956831,1340,1466,2824,"GPM6B","chrX:13956831-13956831",9900,"MGC54284,MGC17150,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:13956831-13956831&pix=800&Submit=submit","glycoprotein M6B","NM_001001994","M6B"
"6195",2337,"chr3",46400317,46400458,2.5445,"transcription_start_site","+",46398979,46398979,1338,1404,729230,"CCR2","chr3:46398979-46398979",9900,"CKR2B,CCR2B,CCR2A,CKR2A,MGC103828,MGC111760,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:46398979-46398979&pix=800&Submit=submit,CD192,MGC168006,CKR2,CMKBR2,MCP-1-R,FLJ78302","chemokine (C-C motif) receptor 2","BC074751","CC-CKR-2"
"6014",2273,"chr3",33134321,33134460,2.4871,"transcription_start_site","-",33135797,33135797,1337,1406,643853,"TMPPE","chr3:33135797-33135797",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:33135797-33135797&pix=800&Submit=submit,FLJ46376","transmembrane protein with metallophosphoesterase domain","BC136872","FLJ45032"
"7369",2800,"chr3",183541583,183542021,3.1839,"transcription_start_site","-",183543358,183543358,1337,1568,79929,"MAP6D1","chr3:183543358-183543358",9900,"MAPO6D1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:183543358-183543358&pix=800&Submit=submit,SL21","MAP6 domain containing 1","BC006434","FLJ12748"
"14338",5479,"chr8",10586432,10586673,2.6877,"transcription_start_site","-",10588010,10588010,1337,1458,83595,"SOX7","chr8:10588010-10588010",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:10588010-10588010&pix=800&Submit=submit","SRY (sex determining region Y)-box 7","BC071947","MGC10895"
"19831",7592,"chr11",76573253,76573999,2.9829,"transcription_start_site","+",76571916,76571916,1337,1712,55331,"ACER3","chr11:76571916-76571916",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:76571916-76571916&pix=800&Submit=submit,FLJ11238,PHCA","alkaline ceramidase 3","NM_018367","APHC"
"36162",13607,"chrX",48935848,48936221,2.6384,"transcription_start_site","-",48937558,48937558,1337,1528,11152,"WDR45","chrX:48937558-48937558",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:48937558-48937558&pix=800&Submit=submit,WIPI4,WDRX1,WIPI-4","WD repeat domain 45","BC000464","JM5"
"10705",4067,"chr5",180327609,180327861,2.2882,"transcription_start_site","+",180326273,180326273,1336,1472,79908,"BTNL8","chr5:180326273-180326273",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:180326273-180326273&pix=800&Submit=submit,FLJ51528,MGC149619","butyrophilin-like 8","BC119696","FLJ21458"
"23517",8934,"chr14",50153146,50153593,2.7823,"transcription_start_site","-",50154928,50154928,1335,1560,5427,"POLE2","chr14:50154928-50154928",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:50154928-50154928&pix=800&Submit=submit","polymerase (DNA directed), epsilon 2 (p59 subunit)","BC112962","DPE2"
"6196",2337,"chr3",46400317,46400458,2.5445,"transcription_start_site","+",46398984,46398984,1333,1400,729230,"FLJ78302","chr3:46398984-46398984",9900,"CKR2B,CCR2B,CCR2A,CKR2A,MGC103828,MGC111760,CD192,MGC168006,CKR2,CMKBR2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:46398984-46398984&pix=800&Submit=submit,MCP-1-R,FLJ78302","chemokine (C-C motif) receptor 2","BC136396","CC-CKR-2"
"27964",10549,"chr17",15849806,15850265,3.1473,"transcription_start_site","+",15848475,15848475,1331,1561,136,"ADORA2B","chr17:15848475-15848475",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:15848475-15848475&pix=800&Submit=submit","adenosine A2b receptor","BC025722","ADORA2"
"9699",3737,"chr5",131560960,131561609,3.542,"transcription_start_site","-",131562935,131562935,1326,1656,8974,"P4HA2","chr5:131562935-131562935",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:131562935-131562935&pix=800&Submit=submit","prolyl 4-hydroxylase, alpha polypeptide II","NM_004199","-"
"31505",11888,"chr19",36522230,36522383,2.7574,"transcription_start_site","-",36523709,36523709,1326,1400,25999,"CLIP3","chr19:36523709-36523709",9900,"RSNL1,DKFZp586N1922,FLJ33413,CLIPR59,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:36523709-36523709&pix=800&Submit=submit","CAP-GLY domain containing linker protein 3","BC013116","CLIPR-59"
"3194",1203,"chr1",242160237,242161040,2.8358,"transcription_start_site","-",242162365,242162365,1325,1728,440738,"MAP1LC3C","chr1:242162365-242162365",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:242162365-242162365&pix=800&Submit=submit","microtubule-associated protein 1 light chain 3 gamma","BC132986","LC3C"
