"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"9238","34081","chr17","43012328","43013191","2.1119","transcription_start_site","-","43013728",43013728,537,968,"",146909,"KIF18B","chr17:43013728-43013728","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:43013728-43013728&pix=800&Submit=submit","kinesin family member 18B","","BC136590","-",""
"1718","24934","chr1","144930938","144931501","2.9283","transcription_start_site","-","144932032",144932032,531,800,"",9659,"PDE4DIP","chr1:144932032-144932032","009900","MGC75440,DKFZp781J054,MMGL,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:144932032-144932032&pix=800&Submit=submit","phosphodiesterase 4D interacting protein","","NM_001002811","CMYA2",""
"14958","36699","chrX","70837455","70837810","2.8593","transcription_start_site","-","70838337",70838337,527,704,"",2833,"CXCR3","chrX:70838337-70838337","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:70838337-70838337&pix=800&Submit=submit,CKR-L2,GPR9,CMKAR3,MigR,Mig-R,CD183,IP10-R","chemokine (C-X-C motif) receptor 3","","BC034403","CD182",""
"11729","35045","chr19","36704702","36705043","2.5711","transcription_start_site","-","36705566",36705566,523,696,"",147929,"ZNF565","chr19:36705566-36705566","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:36705566-36705566&pix=800&Submit=submit","zinc finger protein 565","","NM_152477","FLJ36991",""
"13964","36359","chr22","43035857","43036092","2.2096","transcription_start_site","-","43036607",43036607,515,632,"",267020,"ATP5L2","chr22:43036607-43036607","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:43036607-43036607&pix=800&Submit=submit","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G2","","NM_001165877","ATP5K2",""
"9208","34070","chr17","42274169","42275016","3.7917","transcription_start_site","-","42275529",42275529,513,936,"",56970,"ATXN7L3","chr17:42275529-42275529","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:42275529-42275529&pix=800&Submit=submit","ataxin 7-like 3","","NM_020218","DKFZp761G2113",""
"1685","24920","chr1","117207314","117208875","2.3961","transcription_start_site","-","117209386",117209386,511,1288,"",3321,"IGSF3","chr1:117209386-117209386","009900","MGC117164,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:117209386-117209386&pix=800&Submit=submit,V8","immunoglobulin superfamily, member 3","","BC130279","EWI-3",""
"1311","24795","chr1","85330487","85331316","3.3196","transcription_start_site","-","85331813",85331813,497,920,"",23566,"LPAR3","chr1:85331813-85331813","009900","LPA3,HOFNH30,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:85331813-85331813&pix=800&Submit=submit,LP-A3,Edg-7,FLJ98231,RP4-678I3,GPCR","lysophosphatidic acid receptor 3","","BC126268","EDG7",""
"12175","35197","chr19","45925174","45926276","4.003","transcription_start_site","-","45926763",45926763,487,1036,"",2067,"ERCC1","chr19:45926763-45926763","009900","UV20,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45926763-45926763&pix=800&Submit=submit","excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)","","BC052813","COFS4",""
"9467","34166","chr17","48913683","48914340","4.0132","transcription_start_site","+","48913210",48913210,473,804,"",124857,"WFIKKN2","chr17:48913210-48913210","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:48913210-48913210&pix=800&Submit=submit","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2","","BC140842","WFIKKNRP",""
"12476","35302","chr19","49891970","49892605","3.8256","transcription_start_site","+","49891505",49891505,465,784,"",147872,"CCDC155","chr19:49891505-49891505","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49891505-49891505&pix=800&Submit=submit,FLJ32658","coiled-coil domain containing 155","","NM_144688","DKFZp434A2223",""
"11104","34803","chr19","8674713","8675132","3.4176","transcription_start_site","-","8675588",8675588,456,666,"",81794,"ADAMTS10","chr19:8675588-8675588","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:8675588-8675588&pix=800&Submit=submit,WMS","ADAM metallopeptidase with thrombospondin type 1 motif, 10","","NM_030957","ADAM-TS10",""
"11918","35102","chr19","40170449","40170710","3.0086","transcription_start_site","+","40170013",40170013,436,568,"",400696,"LOC400696","chr19:40170013-40170013","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40170013-40170013&pix=800&Submit=submit","lectin, galactoside-binding, soluble, 14-like","","NM_207646","LGALS17A",""
"11335","34898","chr19","15198224","15198365","2.2168","transcription_start_site","+","15197790",15197790,434,504,"",126370,"OR1I1","chr19:15197790-15197790","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:15197790-15197790&pix=800&Submit=submit,OR1I1Q,OR1I1P","olfactory receptor, family 1, subfamily I, member 1","","BC140930","OR19-20",""
"2354","25167","chr1","182359011","182359835","3.1036","transcription_start_site","-","182360262",182360262,427,832,"",2752,"GLUL","chr1:182360262-182360262","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:182360262-182360262&pix=800&Submit=submit,GS,PIG43,PIG59","glutamate-ammonia ligase (glutamine synthetase)","","BC031964","GLNS",""
"14427","36532","chrX","24381302","24381851","2.6016","transcription_start_site","+","24380877",24380877,425,700,"",100130302,"FAM48B1","chrX:24380877-24380877","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:24380877-24380877&pix=800&Submit=submit","family with sequence similarity 48, member B1","","NM_001136234","-",""
"1732","24940","chr1","145942068","145942217","2.403","transcription_start_site","-","145942619",145942619,402,480,"",728939,"PDZK1P1","chr1:145942619-145942619","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:145942619-145942619&pix=800&Submit=submit","PDZ domain containing 1 pseudogene 1","","NR_003377","-",""
"729","24577","chr1","32828195","32829123","4.4866","transcription_start_site","+","32827797",32827797,398,864,"",81629,"TSSK3","chr1:32827797-32827797","009900","TSK3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:32827797-32827797&pix=800&Submit=submit,STK22D,STK22C","testis-specific serine kinase 3","","BC035354","SPOGA3",""
"11494","34967","chr19","19738179","19738637","3.4969","transcription_start_site","-","19739017",19739017,380,608,"",9170,"LPAR2","chr19:19739017-19739017","009900","LPA2,FLJ93869,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:19739017-19739017&pix=800&Submit=submit,EDG4","lysophosphatidic acid receptor 2","","BC025695","EDG-4",""
"1880","25002","chr1","153580006","153581063","2.3168","transcription_start_site","-","153581416",153581416,353,880,"",140576,"S100A16","chr1:153581416-153581416","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:153581416-153581416&pix=800&Submit=submit,MGC17528,S100F,DT1P1A7","S100 calcium binding protein A16","","BC095462","AAG13",""
"14667","36624","chrX","49459444","49460217","3.7465","transcription_start_site","-","49460569",49460569,352,736,"",8712,"PAGE1","chrX:49460569-49460569","009900","GAGE-9,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:49460569-49460569&pix=800&Submit=submit,GAGEB1,PAGE-1","P antigen family, member 1 (prostate associated)","","BC004861","CT16.3",""
"409","24457","chr1","19744869","19745894","4.3232","transcription_start_site","-","19746245",19746245,351,864,"",832,"CAPZB","chr1:19746245-19746245","009900","CAPPB,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:19746245-19746245&pix=800&Submit=submit,MGC129750,MGC129749,CAPZ,MGC104401","capping protein (actin filament) muscle Z-line, beta","","BC109241","CAPB",""
"2557","25247","chr1","207262561","207263315","2.4581","transcription_start_site","+","207262211",207262211,350,736,"",725,"C4BPB","chr1:207262211-207262211","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:207262211-207262211&pix=800&Submit=submit","complement component 4 binding protein, beta","","NM_001017366","C4BP",""
"14640","36614","chrX","48930564","48931311","4.0515","transcription_start_site","-","48931648",48931648,337,712,"",11230,"PRAF2","chrX:48931648-48931648","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:48931648-48931648&pix=800&Submit=submit","PRA1 domain family, member 2","","BC021213","JM4",""
"1710","24930","chr1","120189093","120190055","5.1025","transcription_start_site","-","120190390",120190390,335,816,"",90874,"ZNF697","chr1:120190390-120190390","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:120190390-120190390&pix=800&Submit=submit","zinc finger protein 697","","NM_001080470","MGC45731",""
"12333","7192","chr19","49015848","49016111","2.2926","transcription_start_site","-","49016446",49016446,335,468,"",114783,"LMTK3","chr19:49016446-49016446","009900","TYKLM3,LMR3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49016446-49016446&pix=800&Submit=submit","lemur tyrosine kinase 3","","NM_001080434","KIAA1883",""
"12509","35312","chr19","50264425","50266203","3.8005","transcription_start_site","-","50266515",50266515,312,1204,"",60385,"TSKS","chr19:50266515-50266515","009900","TSKS1,TSSKS,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:50266515-50266515&pix=800&Submit=submit","testis-specific serine kinase substrate","","NM_021733","STK22S1",""
"26","24307","chr1","1196483","1196652","2.1119","transcription_start_site","-","1196954",1196954,302,386,"",100128842,"LOC100128842","chr1:1196954-1196954","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:1196954-1196954&pix=800&Submit=submit","hypothetical protein LOC100128842","","NR_027361","FLJ43895",""
"11311","34887","chr19","14169341","14169670","2.3592","transcription_start_site","-","14169971",14169971,301,465,"",342979,"PALM3","chr19:14169971-14169971","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:14169971-14169971&pix=800&Submit=submit","Paralemmin-3","","NM_001145028","-",""
"11005","34770","chr19","6719457","6720332","3.9109","transcription_start_site","-","6720632",6720632,300,737,"",718,"C3","chr19:6720632-6720632","009900","ARMD9,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:6720632-6720632&pix=800&Submit=submit,ASP,CPAMD1","complement component 3","","BC150179","AHUS5",""
"185","24372","chr1","9287376","9287819","2.128","transcription_start_site","-","9288096",9288096,277,498,"",2023,"ENO1","chr1:9288096-9288096","009900","PPH,NNE,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:9288096-9288096&pix=800&Submit=submit,MBP-1,MPB1","enolase 1, (alpha)","","BC050642","ENO1L1",""
"10641","34633","chr18","74173845","74174786","3.349","transcription_start_site","-","74175055",74175055,269,736,"",9658,"ZNF516","chr18:74175055-74175055","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:74175055-74175055&pix=800&Submit=submit","zinc finger protein 516","","NM_014643","HsT287",""
"9398","34143","chr17","47286238","47286499","2.0747","transcription_start_site","-","47286743",47286743,244,376,"",2793,"GNGT2","chr17:47286743-47286743","009900","GNG8,GNG9,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:47286743-47286743&pix=800&Submit=submit,GNGT8,G-GAMMA-C","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2","","NM_031498","G-GAMMA-8",""
"1366","24814","chr1","91182088","91182537","2.4509","transcription_start_site","-","91182778",91182778,241,464,"",343472,"BARHL2","chr1:91182778-91182778","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:91182778-91182778&pix=800&Submit=submit","BarH-like homeobox 2","","BC126439","-",""
"67","24321","chr1","1670037","1670791","3.5322","transcription_start_site","-","1671018",1671018,227,604,"",9906,"SLC35E2","chr1:1671018-1671018","009900","MGC104754,KIAA0447,FLJ44537,FLJ34996,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:1671018-1671018&pix=800&Submit=submit,MGC138494,MGC126715,MGC117254","solute carrier family 35, member E2","","BC101666","DKFZp686M0869",""
"12369","35276","chr19","49249113","49249962","3.72","transcription_start_site","-","49250166",49250166,204,632,"",284359,"IZUMO1","chr19:49250166-49250166","009900","IZUMO,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49250166-49250166&pix=800&Submit=submit,MGC34799","izumo sperm-egg fusion 1","","NM_182575","FLJ61440",""
"11129","34816","chr19","9608228","9609090","4.055","transcription_start_site","-","9609244",9609244,154,585,"",147741,"ZNF560","chr19:9609244-9609244","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:9609244-9609244&pix=800&Submit=submit,MGC119493,MGC119490","zinc finger protein 560","","BC101040","FLJ31986",""
"9230","34078","chr17","42882109","42883038","2.4948","transcription_start_site","-","42883185",42883185,147,608,"",10052,"GJC1","chr17:42883185-42883185","009900","DKFZp686P0738,GJA7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:42883185-42883185&pix=800&Submit=submit","gap junction protein, gamma 1, 45kDa","","BC096213","CX45",""
"12357","35272","chr19","49218378","49218527","2.31","transcription_start_site","-","49218673",49218673,146,220,"",284358,"FLJ36070","chr19:49218673-49218673","009900","MASTR,MGC117259,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49218673-49218673&pix=800&Submit=submit","MEF2 activating motif and SAP domain containing transcriptional regulator","","BC105056","FLJ36070",""
"1140","24728","chr1","54483128","54483677","2.8734","transcription_start_site","-","54483803",54483803,126,404,"",388633,"LDLRAD1","chr1:54483803-54483803","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:54483803-54483803&pix=800&Submit=submit","low density lipoprotein receptor class A domain containing 1","","NM_001010978","-",""
"705","24568","chr1","32222385","32222736","2.7155","transcription_start_site","-","32222860",32222860,124,300,"",576,"BAI2","chr1:32222860-32222860","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:32222860-32222860&pix=800&Submit=submit","brain-specific angiogenesis inhibitor 2","","BC136533","-",""
"2489","25221","chr1","203734393","203735142","2.426","transcription_start_site","+","203734283",203734283,110,480,"",54900,"LAX1","chr1:203734283-203734283","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:203734283-203734283&pix=800&Submit=submit,LAX","lymphocyte transmembrane adaptor 1","","NM_001136190","FLJ20340",""
"15010","36718","chrX","73070890","73072484","5.4062","transcription_start_site","-","73072588",73072588,104,912,"",7503,"XIST","chrX:73072588-73072588","009900","XCE,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:73072588-73072588&pix=800&Submit=submit,SXI1,DXS1089,DXS399E,XIC,NCRNA00001,swd66","X (inactive)-specific transcript (non-protein coding)","","NR_001564","DKFZp779P0129",""
"14848","36651","chrX","52928511","52929714","2.8834","transcription_start_site","+","52928408",52928408,103,704,"",727866,"FAM156B","chrX:52928408-52928408","009900","FLJ38843,TMEM29B,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52928408-52928408&pix=800&Submit=submit","family with sequence similarity 156, member B","","NM_001099684","FLJ33130",""
"9419","34152","chr17","48248992","48249749","2.6673","transcription_start_site","-","48249837",48249837,88,468,"",373861,"HILS1","chr17:48249837-48249837","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:48249837-48249837&pix=800&Submit=submit","histone linker H1 domain, spermatid-specific 1","","NR_024193","-",""
